showid,title,showlink
1087,Cutie Honey Universe,/shows/cutie-honey-universe
79,D-Frag!,/shows/d-frag
714,D.Gray-man Hallow,/shows/d-gray-man-hallow
80,Da Capo III,/shows/da-capo-iii
639,Dagashi Kashi,/shows/dagashi-kashi
1046,Dagashi Kashi S2,/shows/dagashi-kashi-s2
81,Daimidaler,/shows/daimidaler
82,Daitoshokan no Hitsujikai,/shows/daitoshokan-no-hitsujikai
1168,Dakaretai Otoko 1-i ni Odosarete Imasu.,/shows/dakaretai-otoko-1-i-ni-odosarete-imasu
1033,Dame x Prince Anime Caravan,/shows/dame-x-prince-anime-caravan
83,Dance with Devils,/shows/dance-with-devils
84,Danchigai,/shows/danchigai
85,Danganronpa – The Animation,/shows/danganronpa-the-animation
743,Danganronpa 3 – Despair Arc,/shows/danganronpa-3-despair-arc
740,Danganronpa 3 – Future Arc,/shows/danganronpa-3-future-arc
754,Danganronpa 3 – Hope Arc,/shows/danganronpa-3-hope-arc
86,DanMachi,/shows/danmachi
894,DanMachi Gaiden – Sword Oratoria,/shows/danmachi-gaiden-sword-oratoria
1281,DanMachi S2,/shows/danmachi-s2
87,Danna ga Nani wo Itteiru ka Wakaranai Ken,/shows/danna-ga-nani-wo-itteiru-ka-wakaranai-ken
88,Danna ga Nani wo Itteiru ka Wakaranai Ken S2,/shows/danna-ga-nani-wo-itteiru-ka-wakaranai-ken-s2
89,Dansai Bunri no Crime Edge,/shows/dansai-bunri-no-crime-edge
90,Dantalian no Shoka,/shows/dantalian-no-shoka
1045,Darling in the FranXX,/shows/darling-in-the-franxx
91,Date A Live S2,/shows/date-a-live-s2
1220,Date A Live S3,/shows/date-a-live-s3
705,DAYS,/shows/days
645,DD Hokuto no Ken,/shows/dd-hokuto-no-ken
92,DD Hokuto no Ken 2 – Ichigo Aji+,/shows/dd-hokuto-no-ken-2-ichigo-aji
93,Deadman Wonderland,/shows/deadman-wonderland
1035,Death March kara Hajimaru Isekai Kyousoukyoku,/shows/death-march-kara-hajimaru-isekai-kyousoukyoku
94,Death Parade,/shows/death-parade
830,Demi-chan wa Kataritai,/shows/demi-chan-wa-kataritai
95,Denki-gai no Honya-san,/shows/denki-gai-no-honya-san
96,Denpa Kyoushi,/shows/denpa-kyoushi
97,Detective Conan,/shows/detective-conan
98,DEVIL SURVIVOR 2 THE ANIMATION,/shows/devil-survivor-2-the-animation
1011,Devilman Crybaby,/shows/devilman-crybaby
1080,Devils Line,/shows/devils-line
99,Diabolik Lovers,/shows/diabolik-lovers
100,"Diabolik Lovers More, Blood",/shows/diabolik-lovers-more-blood
974,Dies Irae,/shows/dies-irae
588,Digimon Adventure tri,/shows/digimon-adventure-tri
590,Digimon Xros Wars,/shows/digimon-xros-wars
590,Digimon Xros Wars S2,/shows/digimon-xros-wars
1219,Dimension High School,/shows/dimension-high-school
631,Dimension W,/shows/dimension-w
921,Dive!!,/shows/dive
618,Divine Gate,/shows/divine-gate
102,Dog Days S2,/shows/dog-days-s2
103,Dog Days S3,/shows/dog-days-s3
1224,Domestic na Kanojo,/shows/domestic-na-kanojo
104,Donten ni Warau,/shows/donten-ni-warau
1097,Dorei-ku The Animation,/shows/dorei-ku-the-animation
1208,Dororo,/shows/dororo
1147,Double Decker! Doug and Kirill,/shows/double-decker-doug-and-kirill
1213,"Doukyonin wa Hiza, Tokidoki, Atama no Ue",/shows/doukyonin-wa-hiza-tokidoki-atama-no-ue
1273,Dr. Stone,/shows/dr-stone
809,Dragon Ball Super,/shows/dragon-ball-super
105,Dragon Collection,/shows/dragon-collection
106,DRAMAtical Murder,/shows/dramatical-murder
751,Dream Festival!,/shows/dream-festival
952,Dream Festival! R,/shows/dream-festival-r
794,Drifters,/shows/drifters
1268,Dumbbell Nan Kilo Moteru,/shows/dumbbell-nan-kilo-moteru
603,Durarara!!,/shows/durarara
107,Durarara!! X2,/shows/durarara-x2
108,Dusk Maiden of Amnesia,/shows/dusk-maiden-of-amnesia
983,Dynamic Chord,/shows/dynamic-chord
109,Ebiten,/shows/ebiten
1200,Egao no Daika,/shows/egao-no-daika
834,elDLIVE,/shows/eldlive
1051,Emiya-san Chi no Kyou no Gohan,/shows/emiya-san-chi-no-kyou-no-gohan
657,Endride,/shows/endride
1227,Endro,/shows/endro
1274,Enen no Shouboutai,/shows/enen-no-shouboutai
110,Engaged to the Unidentified,/shows/engaged-to-the-unidentified
907,Enmusubi no Youko-chan,/shows/enmusubi-no-youko-chan
1277,Ensemble Stars!,/shows/ensemble-stars
882,Eromanga-sensei,/shows/eromanga-sensei
111,Etotama,/shows/etotama
999,Evil or Live,/shows/evil-or-live
112,Eyeshield 21,/shows/eyeshield-21
1250,Fairy Gone,/shows/fairy-gone
113,Fairy Tail,/shows/fairy-tail
1179,Fairy Tail Final Season,/shows/fairy-tail-final-season
114,Fairy Tail S2,/shows/fairy-tail-s2
115,Fantasista Doll,/shows/fantasista-doll
1297,Fate Grand Order – Absolute Demonic Front Babylonia,/shows/fate-grand-order-absolute-demonic-front-babylonia
816,Fate Grand Order – First Order,/shows/fate-grand-order-first-order
116,Fate Kaleid Liner PRISMA ILLYA,/shows/fate-kaleid-liner-prisma-illya
117,Fate Kaleid Liner PRISMA ILLYA 2wei Herz!,/shows/fate-kaleid-liner-prisma-illya-2wei-herz
118,Fate Kaleid Liner PRISMA ILLYA 2wei!,/shows/fate-kaleid-liner-prisma-illya-2wei
724,Fate Kaleid Liner PRISMA ILLYA 3rei!!,/shows/fate-kaleid-liner-prisma-illya-3rei
119,Fate Stay Night – Unlimited Blade Works,/shows/fate-stay-night-unlimited-blade-works
120,Fate Zero,/shows/fate-zero
120,Fate Zero S2,/shows/fate-zero
790,Flip Flappers,/shows/flip-flappers
679,Flying Witch,/shows/flying-witch
122,Folktales from Japan,/shows/folktales-from-japan
857,Folktales from Japan S2,/shows/folktales-from-japan-s2
864,Frame Arms Girl,/shows/frame-arms-girl
1150,Frankenstein Family,/shows/frankenstein-family
123,Free!,/shows/free
123,Free! (Dub),/shows/free
1135,Free! Dive to the Future,/shows/free-dive-to-the-future
124,Free! Eternal Summer,/shows/free-eternal-summer
125,Freezing Vibration,/shows/freezing-vibration
1236,Fruits Basket (2019),/shows/fruits-basket-2019
717,Fudanshi Koukou Seikatsu,/shows/fudanshi-koukou-seikatsu
708,Fukigen na Mononokean,/shows/fukigen-na-mononokean
1201,Fukigen na Mononokean S2,/shows/fukigen-na-mononokean-s2
888,Fukumenkei Noise,/shows/fukumenkei-noise
1100,Full Metal Panic! Invisible Victory,/shows/full-metal-panic-invisible-victory
1091,Fumikiri Jikan,/shows/fumikiri-jikan
126,Fuse Memoirs of the Hunter Girl,/shows/fuse-memoirs-of-the-hunter-girl
127,Fushigi na Somera-chan,/shows/fushigi-na-somera-chan
823,Fuuka,/shows/fuuka
128,Fuuun Ishin Dai Shogun,/shows/fuuun-ishin-dai-shogun
835,Gabriel DropOut,/shows/gabriel-dropout
1183,Gaikotsu Shoten’in Honda-san,/shows/gaikotsu-shotenin-honda-san
129,Gakkou Gurashi!,/shows/gakkou-gurashi
1022,Gakuen Babysitters,/shows/gakuen-babysitters
1172,Gakuen Basara,/shows/gakuen-basara
770,Gakuen Handsome,/shows/gakuen-handsome
130,Gakusen Toshi Asterisk,/shows/gakusen-toshi-asterisk
131,Galaxy Express 999,/shows/galaxy-express-999
132,Galilei Donna,/shows/galilei-donna
945,Gamers!,/shows/gamers
133,Gangsta,/shows/gangsta
134,Garo – The Animation,/shows/garo-the-animation
135,Garo – The Crimson Moon,/shows/garo-the-crimson-moon
981,Garo – Vanishing Line,/shows/garo-vanishing-line
136,Gatchaman Crowds,/shows/gatchaman-crowds
137,Gatchaman Crowds Insight,/shows/gatchaman-crowds-insight
138,GATE,/shows/gate
139,gdgd Fairies 2,/shows/gdgd-fairies-2
1049,gdgd men’s party,/shows/gdgd-mens-party
1058,Gegege no Kitarou (2018),/shows/gegege-no-kitarou-2018
140,Gekkan Shoujo Nozaki-kun,/shows/gekkan-shoujo-nozaki-kun
141,Gen’ei o Kakeru Taiyou – Il Sole Penetra le Illusioni,/shows/genei-o-kakeru-taiyou-il-sole-penetra-le-illusioni
142,Genshiken Nidaime,/shows/genshiken-nidaime
143,Ghost in the Shell Arise – Alternative Architecture,/shows/ghost-in-the-shell-arise-alternative-architecture
144,Gifuu Doudou!! Kanetsugu to Keiji,/shows/gifuu-doudou-kanetsugu-to-keiji
856,Gin no Guardian,/shows/gin-no-guardian
1044,Gin no Guardian S2,/shows/gin-no-guardian-s2
145,Gin no Saji,/shows/gin-no-saji
146,Gin no Saji S2,/shows/gin-no-saji-s2
147,Gingitsune,/shows/gingitsune
148,Gintama,/shows/gintama
148,Gintama Jump Special Anime Festa 2015,/shows/gintama
148,Gintama Rerun,/shows/gintama
150,Girl Friend Beta,/shows/girl-friend-beta
806,Girlish Number,/shows/girlish-number
151,GIRLS und PANZER,/shows/girls-und-panzer
1218,Girly Air Force,/shows/girly-air-force
1291,Given,/shows/given
152,GJ-bu,/shows/gj-bu
641,Glass no Hana to Kowasu Sekai,/shows/glass-no-hana-to-kowasu-sekai
153,Glasslip,/shows/glasslip
1217,Go-toubun no Hanayome,/shows/go-toubun-no-hanayome
1175,Goblin Slayer,/shows/goblin-slayer
154,Gochuumon wa Usagi Desu ka,/shows/gochuumon-wa-usagi-desu-ka
155,Gochuumon wa Usagi Desu ka S2,/shows/gochuumon-wa-usagi-desu-ka-s2
156,GOD EATER,/shows/god-eater
1050,Godzilla – Kaijuu Wakusei,/shows/godzilla-kaijuu-wakusei
1143,Godzilla – Kessen Kidou Zoushoku Toshi,/shows/godzilla-kessen-kidou-zoushoku-toshi
1090,Golden Kamuy,/shows/golden-kamuy
157,Golden Time,/shows/golden-time
1275,Granbelm,/shows/granbelm
850,Granblue Fantasy The Animation,/shows/granblue-fantasy-the-animation
1313,Granblue Fantasy The Animation S2,/shows/granblue-fantasy-the-animation-s2
1013,Grancrest Senki,/shows/grancrest-senki
1138,Grand Blue,/shows/grand-blue
1223,Grimms Notes The Animation,/shows/grimms-notes-the-animation
158,Grisaia no Kajitsu,/shows/grisaia-no-kajitsu
159,Grisaia no Meikyuu,/shows/grisaia-no-meikyuu
160,Grisaia no Rakuen,/shows/grisaia-no-rakuen
161,Gugure! Kokkuri-san,/shows/gugure-kokkuri-san
1063,Gundam Build Divers,/shows/gundam-build-divers
1333,Gundam Build Divers Re-RISE,/shows/gundam-build-divers-re-rise
162,Gundam Build Fighters,/shows/gundam-build-fighters
949,Gundam Build Fighters Battlogue,/shows/gundam-build-fighters-battlogue
953,Gundam Build Fighters GM’s Counterattack,/shows/gundam-build-fighters-gms-counterattack
163,Gundam Build Fighters Try,/shows/gundam-build-fighters-try
746,Gundam Build Fighters Try Island Wars,/shows/gundam-build-fighters-try-island-wars
164,Gundam Reconguista in G,/shows/gundam-reconguista-in-g
165,Gundam Unicorn,/shows/gundam-unicorn
166,Gunslinger Stratos,/shows/gunslinger-stratos
1074,Gurazeni,/shows/gurazeni
1248,Hachigatsu no Cinderella Nine,/shows/hachigatsu-no-cinderella-nine
167,Hackadoll the Animation,/shows/hackadoll-the-animation
812,Hagane Orchestra,/shows/hagane-orchestra
630,Hai to Gensou no Grimgar,/shows/hai-to-gensou-no-grimgar
681,Haifuri,/shows/haifuri
168,Haikyuu!!,/shows/haikyuu
169,Haikyuu!! S2,/shows/haikyuu-s2
796,Haikyuu!! S3,/shows/haikyuu-s3
170,Haiyore! Nyaruko-san,/shows/haiyore-nyaruko-san
171,Haiyore! Nyaruko-san W,/shows/haiyore-nyaruko-san-w
172,Hajime no Ippo – Rising,/shows/hajime-no-ippo-rising
939,Hajimete no Gal,/shows/hajimete-no-gal
1282,Hakata Mentai! Pirikarako-chan,/shows/hakata-mentai-pirikarako-chan
1040,Hakata Tonkotsu Ramens,/shows/hakata-tonkotsu-ramens
173,Hakkenden – Eight Dogs of the East,/shows/hakkenden-eight-dogs-of-the-east
174,Hakkenden – Eight Dogs of the East S2,/shows/hakkenden-eight-dogs-of-the-east-s2
1039,Hakumei to Mikochi,/shows/hakumei-to-mikochi
175,Hakuoki Reimeiroku,/shows/hakuoki-reimeiroku
1042,Hakyuu Houshin Engi,/shows/hakyuu-houshin-engi
176,Hamatora,/shows/hamatora
177,Hanamonogatari,/shows/hanamonogatari
178,Hanasaku Iroha,/shows/hanasaku-iroha
179,Hanayamata,/shows/hanayamata
839,Hand Shakers,/shows/hand-shakers
734,Handa-kun,/shows/handa-kun
1103,Hanebado!,/shows/hanebado
1137,Happy Sugar Life,/shows/happy-sugar-life
607,Haruchika,/shows/haruchika
1116,Harukana Receive,/shows/harukana-receive
1304,Hataage! Kemono Michi,/shows/hataage-kemono-michi
1015,Hataraku Onii-san!,/shows/hataraku-onii-san
1118,Hataraku Onii-san! No 2!,/shows/hataraku-onii-san-no-2
1123,Hataraku Saibou,/shows/hataraku-saibou
703,Hatsukoi Monster,/shows/hatsukoi-monster
180,Hayate no Gotoku! Can’t Take My Eyes Off You,/shows/hayate-no-gotoku-cant-take-my-eyes-off-you
181,Hayate no Gotoku! Cuties,/shows/hayate-no-gotoku-cuties
182,Heavy Object,/shows/heavy-object
183,Hello!! Kiniro Mosaic,/shows/hello-kiniro-mosaic
1283,HenSuki,/shows/hensuki
184,Hentai Ouji to Warawanai Neko,/shows/hentai-ouji-to-warawanai-neko
185,Hero Bank,/shows/hero-bank
186,Hetalia – The World Twinkle,/shows/hetalia-the-world-twinkle
750,Heybot!,/shows/heybot
187,Hi-sCoool! SeHa Girl,/shows/hi-scoool-seha-girl
188,Hibike! Euphonium,/shows/hibike-euphonium
786,Hibike! Euphonium S2,/shows/hibike-euphonium-s2
646,Hidan no Aria,/shows/hidan-no-aria
585,Hidan no Aria AA,/shows/hidan-no-aria-aa
1096,High School DxD Hero,/shows/high-school-dxd-hero
189,High School Star Musical,/shows/high-school-star-musical
863,High School Star Musical S2,/shows/high-school-star-musical-s2
1263,High School Star Musical S3,/shows/high-school-star-musical-s3
190,Highschool DxD BorN,/shows/highschool-dxd-born
191,Hiiro no Kakera,/shows/hiiro-no-kakera
192,Hiiro no Kakera S2,/shows/hiiro-no-kakera-s2
193,Himegoto,/shows/himegoto
1182,Himote House,/shows/himote-house
194,Himouto! Umaru-chan,/shows/himouto-umaru-chan
995,Himouto! Umaru-chan R,/shows/himouto-umaru-chan-r
904,Hina Logi – From Luck & Logic,/shows/hina-logi-from-luck-logic
877,Hinako Note,/shows/hinako-note
1078,Hinamatsuri,/shows/hinamatsuri
1166,Hinomaru Sumo,/shows/hinomaru-sumo
736,Hitori no Shita – The Outcast,/shows/hitori-no-shita-the-outcast
1032,Hitori no Shita – The Outcast S2,/shows/hitori-no-shita-the-outcast-s2
1239,Hitoribocchi no Marumaru Seikatsu,/shows/hitoribocchi-no-marumaru-seikatsu
929,Hitorijime My Hero,/shows/hitorijime-my-hero
195,Hitsugi no Chaika,/shows/hitsugi-no-chaika
196,Hitsugi no Chaika – Avenging Battle,/shows/hitsugi-no-chaika-avenging-battle
1306,Honzuki no Gekokujou,/shows/honzuki-no-gekokujou
1330,Hoshiai no Sora,/shows/hoshiai-no-sora
197,Houkago no Pleiades,/shows/houkago-no-pleiades
1308,Houkago Saikoro Club,/shows/houkago-saikoro-club
989,Houseki no Kuni,/shows/houseki-no-kuni
198,Hozuki no Reitetsu,/shows/hozuki-no-reitetsu
991,Hozuki no Reitetsu S2,/shows/hozuki-no-reitetsu-s2
664,Hundred,/shows/hundred
199,Hunter x Hunter,/shows/hunter-x-hunter
